image_path,class
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566370eu_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566730ke_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566732pl_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566737hp_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566740pt_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566743ql_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566747je_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566749no_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566757kv_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566858hw_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566859uq_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566863md_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566864lc_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566871mu_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566873wq_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46566877ka_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46567437tt_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46567765pw_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46568123ki_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46568130gi_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46568137bg_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46569203qm_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46569205kg_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46570162iq_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46570188to_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46570189fw_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46570529jr_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46570530df_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46570532tv_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46570535lk_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46570536qk_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46570539ve_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46570540hs_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46571104qt_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46572917rf_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46572918vh_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46573692ol_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46574104ms_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46574385am_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46574667fo_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46574671ib_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46574680hc_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46574729ku_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46574732xi_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46574750po_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46574752sq_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46574761jj_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46575367vv_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46575369bg_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46575655fl_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46575772nc_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46575778eu_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46575791md_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46599453et_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46601186fe_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46601187ae_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46602283pm_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46602285pf_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46602286ta_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46602524ms_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46602762sr_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46602763gx_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46603086jv_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46603100vf_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46603110wp_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46603111la_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46603456tb_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46603848fa_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46603849ox_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46603852ax_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46603857sg_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46603879ou_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46604389xs_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46604802aa_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46606031oi_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46606047hr_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46606048sq_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46606049eb_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46607182mp_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46609227ks_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46609228xi_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46609234ue_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46609632nc_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46609971ab_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46615305jg_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46615337tk_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46615488ip_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46616542la_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46616722vp_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46626962vk_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46626964qg_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46626999fu_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46627047sb_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46627052sd_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46627127ar_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46627949pb_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46628608bf_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46629603ml_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46629612qr_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46629625dj_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46629635mo_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46629636kl_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46629643nw_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46629644mq_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46629687bx_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46630334rk_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46635769ej_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46635770fb_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46635824xm_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46635826ci_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46636464hj_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46636467jp_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46636799ba_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46636843ni_1_r.jpg,polo-shirts_short-sleeves-polos
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/polo-shirts_short-sleeves-polos/46636863ns_1_r.jpg,polo-shirts_short-sleeves-polos
